email,razao_social,nome_fantasia,cnpj,uf,municipio,situacao_cadastral,exemplo_produto_licitado
escritorioaimores@terra.com.br,DENTMED - MATERIAIS MEDICOS E ODONTOLOGICOS LTDA,DENTMED - DENTAL E CASA CIRURGICA,03526176000170,SP,Adamantina,Ativa,"AQUISIÇÃO DE MEDICAMENTOS E INSUMOS DE ASSEPSIA, DEVIDAMENTE ESPECIFICADOS NO ANEXO I DO EDITAL, ATRAVÉS DO SISTEMA DE R"
crossdistribuidoraepapelaria@hotmail.com,CROSS DISTRIBUIDORA DE BEBIDAS E PAPELARIA LTDA,CROSS DISTRIBUIDORA E PAPELARIA,16934475000195,DF,Brasília,Ativa,"Aquisição de material de expediente, escritório e papelaria."
jeisonfischer9@gmail.com,GILBERTO FISCHER LTDA,,62632009000172,RS,Canguçu,Ativa,COMPRA DE MATERIAL PARA CONSERTO EM TANQUE DE AGUA DE CAMINHAO DE ABASTECIMENTO DE AGUA POTAVEL IVECO  PLACAS JBW 8E30
civilempreendimentos25@gmail.com,CIVIL LOCACOES E SERVICOS LTDA,CIVIL LOCACOES E SERVICOS,38369873000149,RN,Açu,Ativa,"O OBJETO DA PRESENTE LICITAÇÃO É A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇO DE TRANSPORTE ESCOLAR,"
xpgraficaexpressa@gmail.com,LENOI DUARTE DUARTE & CIA. LTDA,XEROX DA PRACA GRAFICA EXPRESSA,03317817000186,RS,Canguçu,Ativa,AQUISICAO DE CACHA   PARA USO NA IDENTIFICACAO DOS PROFISSIONAIS  DO PRONTO ATENDIMENTO MUNICIPAL.
primeworkssolucoes@gmail.com,PRIME WORKS SOLUCOES E NEGOCIOS LTDA,PRIME WORKS,56026118000143,ES,Santa Leopoldina,Ativa," Contratação de empresa para aquisição de equipamentos e mobiliários, destinados as Unidades de Ensino"
joaocarlos@londrescontabil.com.br,MAX-FER TOOLS COMERCIAL LTDA,MAX-FER TOOLS,54793517000104,SP,São Paulo,Ativa,Aquisição de materiais para pintura em atendimento às necessidades da Secretaria Municipal da Cultura.
licitacao@vanguardadf.com.br,VANGUARDA INFORMATICA LTDA,,27975551000399,ES,Cariacica,Ativa,"Aquisição de material e equipamento permanente, mais especificamente de projetor multimídia a laser, incluindo lente int"
uniaorural@hotmail.com,COMERCIAL BERGMANN LTDA,"CACHACARIA, CERVEJARIA COM PIMENTA",44789902000124,RR,Cantá,Ativa,"AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (QR), PARA ATENDER ÀS NECESSIDADES DA 1ª BRIGADA DE INFANTARIA DE SELVA"
contadorpmturvo@netvale.net,CONSORCIO INTERMUNICIPAL DE INFRAESTRUTURA RODOVIARIA DA AMESC - CINFRA,CINFRA AMESC,32113845000180,SC,Turvo,Ativa,"Execução de pavimentação asfáltica com fornecimento de materiais, da Rodovia Municipal TVO 350 – Vila Rezin, no Municípi"
administrativo@grupocriative.com.br,CRIATIVE AGENCIAMENTO LTDA,,63712077000104,ES,Vila Velha,Ativa,"Contratacao da Cantora ALINE BARROS, para realizacao de shows no dia 31/10/2026, na Festa em comemoracao do Dia do Evang"
mario@educdigital.com.br,MARIO GILBERTO DE OLIVEIRA,EDUC DIGITAL,22315960000183,RS,Porto Alegre,Ativa,Contratação de empresa especializada para fornecimento de solução completa de Sala Multissensorial baseada no Método Sno
controller@controller-mg.com.br,LRF MULTI MAIS SAUDE LTDA,MULTI MAIS SAUDE,26172085000189,MG,Caratinga,Ativa,"Concorrência pública para o registro de preços (inciso IV art.78, lei 14.133/2021) referente à Registro de Preços para a"
contab@pinhalense.com.br,PINHALENSE S/A.-MAQUINAS AGRICOLAS,PINHALENSE,54224423000114,SP,Espírito Santo do Pinhal,Ativa,"AQUISIÇÃO DE 01 (UM) SECADOR
CILÍNDRICO ROTATIVO PARA SECAGEM DE GRÃOS DE CAFÉ, COM
CAPACIDADE MÍNIMA DE 9.600 LITROS (T"
pandelliaju@gmail.com,DUPANE LTDA,,38150088000109,SE,Aracaju,Ativa,"REGISTRO DE PREÇO PARA AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS, VISANDO ATENDER ÀS NECESSIDADES DA SECRETARIA DE ESTADO DA EDU"
jgg.licitacoes@gmail.com,62.993.558 JULIA GABRIELA GRINGS,,62993558000172,RS,Novo Hamburgo,Ativa,Aquisição do item 02 de referente a compra de materiais de informática.
leonardo_cgms@hotmail.com,C O M TECNOLOGIA HOSPITALAR E ODONTOLOGICA LTDA,CENTRO OESTE MEDICAL,36957099000161,MS,Campo Grande,Ativa,"contratação de empresa especializada na aquisição de equipamentos médicos hospitalares e odontológicos, conforme demanda"
graficacedro@gmail.com,GRAFICA INOVA LTDA,GRAFICA INOVA,57807242000109,CE,Cedro,Ativa,"CONTRATAÇÃO DE EMPRESA PARA CONFECÇÃO E FORNECIMENTO DE UNIFORMES ESPORTIVO, PARA ATENDER AS NECESSIDADES DA SECRETARIA "
rick_colato@hotmail.com,RCK SOLUCOES E NEGOCIOS LTDA,RCK SOLUCOES E NEGOCIOS,37685672000198,SP,Suzano,Ativa,"DISPENSA DE LICITACAO 90090/2025, PRE-EMPENHO 2433/2025 AQUISICAO DE MATERIAL DE PERMANENTE PARA ATENDER A PROAES, 2026N"
fredparana2404@gmail.com,LPB - LIDERANCA PUBLICA BRASIL LTDA,LPB - LIDERANCA PUBLICA BRASIL,59200229000112,PR,Peabiru,Ativa,"Contratação da LPB - LIDERANCA PUBLICA BRASIL LTDA, inscrita sob o CNPJ 59.200.229/0001-12, por meio de processo de Inex"
fadafalah.goioere@gmail.com,FADA FALAH - GOIOERE LTDA,,65109117000153,PR,Goioerê,Ativa,"O objeto do presente instrumento é a PRESTAÇÃO DE SERVIÇOS MULTIPROFISSIONAIS em FONOAUDIOLOGIA, para atuação na Atenção"
sts.distribuidora@hotmail.com,STS COMERCIO E DISTRIBUICAO LTDA,STS COMERCIO E DISTRIBUICAO,19448616000158,SP,Capão Bonito,Ativa,O OBJETO DA PRESENTE LICITAÇÃO É O REGISTRO DE PREÇOS VISANDO A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA O FORNECIMENTO
morgana@ciga.sc.gov.br,CONSORCIO DE INOVACAO NA GESTAO PUBLICA,CONSORCIO DE INOVACAO NA GESTAO PUBLICA,09427503000112,SC,Florianópolis,Ativa,"Contratação de serviço continuado de tecnologia da informação e geoprocessamento do Sistema CIGA GEO para sustentação, m"
cep.licitacao@gmail.com,C & P INFORMATICA LTDA,C & P INFORMATICA,29006963000184,SC,Palmitos,Ativa,"EMPENHO REF. AQUISIÇÃO DE 50 (CINQUENTA) UNIDADES DE  ARMAZENAMENTO EM ESTADO SÓLIDO (SSD) EXTERNAS, COM MEMÓRIA DE 4TB,"
adm@tranquillitaresidencial.com.br,TRANQUILLITA RESIDENCIAL CASA DE REPOUSO LTDA,,51159334000143,SP,Araraquara,Ativa,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA ACOLHIMENTO INSTITUCIONAL DO SR. OLIVEIRA MANOEL DE MATOS, PELO PERÍODO DE 12 "
vendas@microsuture.com.br,"MICROSUTURE INDUSTRIA, COMERCIO, IMPORTACAO, EXPORTACAO E REPRESENTACAO DE MATERIAIS CIRURGICOS LTDA",FSSB BR,07415772000133,SP,São Paulo,Ativa,AQUISIÇÃO PREGÃO ELETRÔNICO FIO DE SUTURA
mercosul.jhon@gmail.com,MERCOSUL AGRONEGOCIOS LTDA,MERCOSUL AGRONEGOCIOS,11258338000164,PR,Cascavel,Ativa,"EMISSÃO DE NOTA DE PARA CUSTEAR DESPESAS DE INSUMOS AGRÍCOLAS, SRP 90002/2025 - UASG 158465, PROCESSO SEI 23297.032828/2"
financeiro@leis.org,LEIS LTDA,LEIS,03725725000135,SC,Itapema,Ativa,CONTRATAÇÃO DA EMPRESA LEIS LTDA PARA PRESTAÇÃO DE SERVIÇO TÉCNICO ESPECIALIZADO DE GERENCIAMENTO DOS ATOS LEGAIS DO MUN
naturizeambiental@gmail.com,NATURIZE SERVICOS E CONTROLE DE PRAGAS LTDA,NATURIZE AMBIENTAL,18747797000150,GO,Goiânia,Ativa,Contratação de empresa especializada na prestação de serviços de controle sanitário integrado de vetores e pragas urbana
adanilosoares780@gmail.com,61.965.853 ANDRE DANILO PEREIRA SOARES,,61965853000152,SP,Ribeirão Preto,Ativa,Aquisição dos itens 03 e 04 referente a compra de materiais de informática.
contabilnoronha@yahoo.com.br,ASSOCIACAO DE PAIS E PESSOAS COM DEFICIENCIA DE POCO FUNDO,AUPI - ASSOCIACAO UNIDOS PELA INCLUSAO,17455611000127,MG,Poço Fundo,Ativa,CONTRATACAO DE SERVICOS DE FONOAUDIOLOGIA EM ATENDIMENTO A DECISAO JUDICIAL EM DESFAVOR DO MUNICIPIO
rmmsportsbrasil@hotmail.com,RMM SPORTS COMERCIO DE PRODUTOS ESPORTIVOS LTDA,RMM SPORTS E LAZER,22382705000153,PR,Maringá,Ativa," Contratação de empresa para aquisição de equipamentos e mobiliários, destinados as Unidades de Ensino"
rubensantoniocontabil@gmail.com,JL PECAS E SERVICOS LTDA,JL PECAS E SERVICOS,07506323000109,GO,Goiânia,Ativa,DESPESA PROVENIENTE DE AQUISIÇÃO DE PEÇAS DESTINADAS À MANUTENÇÃO PREVENTIVA E CORRETIVA DA FROTA DE VEÍCULOS QUE COMPÕE
maikon_bachmann@hotmail.com,MG SOLUCOES INTEGRADAS LTDA,AGROMART SOLUCOES,35553637000190,MS,Campo Grande,Ativa,"Aquisição de material de consumo, mais especificamente de insumos de alimentação animal, para atender às demandas do Pro"
puriagua@terra.com.br,PURIAGUA COMERCIO DE FILTROS LTDA,PURIAGUA,01021018000132,SP,Cerquilho,Ativa,Aquisição de peças e insumos para manutenção de bebedouro industrial da Secretaria de Obras 
fiscal@welcont.com.br,SOCIEDADE LUSO BRASILEIRA LTDA,,15105745000192,BA,Salvador,Ativa,"EMPENHO PARA AQUISIÇÃO DE SUPRIMENTOS HOSPITALARES PARA O HAN, REF AO PREGÃO 134/2024 , ATRAVÉS DO SAMS  801/2026 , CONF"
femap.hospitalar@gmail.com,FEMAP COMERCIO DE PRODUTOS HOSPITALARES LTDA,FEMAP HOSPITALAR,22803038000135,GO,Aparecida de Goiânia,Ativa,"ATA DE REGISTRO DE PREÇOS Nº 010/2026, DO PREGÃO PRESENCIAL Nº 009/2026, DO PROCESSO ADMINISTRATIVO Nº 2254/2026, PARA O"
financeiro@printpage.com.br,PRINTPAGE LOCACAO E TECNOLOGIA LTDA,PRINTPAGE,09392052000125,AL,Maceió,Ativa,"O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SOLUÇÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DE
SERVIÇOS DE OUT"
wladixavier@gmail.com,ALPICK COMERCIO DE ALIMENTOS E SERVICOS LTDA,,35991410000126,SP,São Paulo,Ativa,Aquisição de gêneros alimentícios
giovane.vieira@bol.com.br,PIRA  DIGITAL CERTIFICADOS LTDA,,32366990000172,SP,Piracicaba,Ativa,Aquisição de Certificado Digital.
contabilidade.barreto@yahoo.com.br,PILLARIS LOCACOES E COMERCIO LTDA,PILLARIS LOCACOES,55528189000181,MG,Coração de Jesus,Ativa,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO E PEQUENOS REPAROS EM PRÉDIOS, PRAÇAS E VI"
deboraledel@gmail.com,28.738.526 DEBORA DA ROSA LEDEL,,28738526000192,RS,Sapucaia do Sul,Ativa,"AQUISIÇÃO DE PRENDEDORES DE CHACHÁS, PARA ATENDER O COSEG COORDENAÇÃO DE SEGURANÇA."
isupry.comercio@gmail.com,ISUPRY COMERCIAL E SERVICOS LTDA,,27621519000143,RJ,Rio de Janeiro,Ativa,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS
pilotocontabilidade@gmail.com,RD SOARES REPRESENTACAO E COMERCIO LTDA,LIMPEX MATERIAIS E SERVICOS DE LIMPEZA E ALUGUEL,49841146000159,GO,Hidrolândia,Ativa,Registro de preço para futuras e eventuais aquisições de materiais de limpeza e itens descartáveis em atendimento as Sec
futuraclimatizacao1@gmail.com,FUTURA CLIMATIZACAO E ENERGIA RENOVAVEL DISTRIBUIDORA COMERCIO E SERVICOS LTDA,FUTURA CLIMATIZACAO E ENERGIA SOLAR,30430226000193,SE,Aracaju,Ativa,"AQUISIÇÃO DE CONDICIONADORES DE AR INVERTER, TIPO SPLIT HIGH WALL - 24.000 BTUS PARA O CAMPUS MACEIÓ - PREGÃO 90002/2025"
jvscomercioltda@hotmail.com,JVS COMERCIO LTDA,,45924267000103,GO,Aparecida de Goiânia,Ativa,AQUISIÇÃO DE APARELHO AR CONDICIONADO TIPO: SPLIT - 48.000 BTUS PARA O CAMPUS MACEIÓ - PREGÃO 90002/2025 (158147) - PROC
orgmsl@orgmsl.com.br,ORGANIZACOES MSL COMERCIO DE MATERIAIS ELETRICOS LTDA,,07062925000106,MG,Contagem,Ativa,Aquisição de Material Elétrico
jaime@vitaza.com.br,J. J. VITALLI,VITAZA,08658622000113,RS,Frederico Westphalen,Ativa,Aquisição de materiais para pintura em atendimento às necessidades da Secretaria Municipal da Cultura.
contabilidade@futuramedicamentos.com.br,FUTURA COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA,FUTURA MEDICAMENTOS,08231734000193,SP,Tatuí,Ativa,"ALTEPLASE, PO PARA SOLUCAO INJETAVEL"
caslima90@gmail.com,61.809.543 CAMILA DA SILVA LIMA,,61809543000149,RS,Canoas,Ativa,Realização de Apresentação musical durante o evento Almoço Solidário
esquinadopaopadariaconfeitaria@gmail.com,ESQUINA DO PAO PADARIA E CONFEITARIA LTDA,ESQUINA DO PAO PADARIA E CONFEITARIA,55091687000100,GO,Inhumas,Ativa,Contratação de empresa para Aquisição de gêneros alimentícios. 
siscon@siscon.cnt.br,E. O. L. RODRIGUES PESCA,,13255696000220,PR,Uniflor,Ativa,"Contratação de empresa especializada para a prestação de serviços de
realização de Show Pirotécnico de Baixo Ruído em Co"
lincoln@sccomercial.com.br,SANTA CATARINA UTILITARIOS LTDA,SC UTILITARIOS,44329924000101,SP,Santo André,Ativa,"Aquisição de veículos automotores novos (zero quilômetro), destinados ao atendimento das necessidades do Departamento de"
athuslocacoes@gmail.com,ATHUS LOCACOES E SERVICOS LTDA,ATHUS LOCACOES E SERVICOS,27788052000120,ES,Linhares,Ativa,"contratacao de empresa especializada na locacao de horas-maquina e caminhao, com operador/motorista qualificado, combust"
harmonia.negocios@hotmail.com,HARMONIA SERVICOS ADMINISTRATIVOS LTDA,HARMONIA NEGOCIOS,29853526000104,MS,Campo Grande,Ativa,"Aquisição de material de consumo, mais especificamente de insumos de alimentação animal, para atender às demandas do Pro"
joseagnaldomartinssilva@gmail.com,24.975.990 JOSE AGNALDO MARTINS SILVA,,24975990000141,PA,Garrafão do Norte,Ativa,"AQUISIÇÃO DE GRELHAS DE BUEIRO (GRADES DE ESCOAMENTO), DESTINADAS À MANUTENÇÃO, RECUPERAÇÃO E AMPLIAÇÃO DA REDE DE DRENA"
agencianeutrino@gmail.com,M MARTINS COMUNICACAO LTDA,NEUTRINO COMUNICACAO E ENTRETENIMENTO,21806957000108,PR,Califórnia,Ativa,Futura e eventual CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS FOTOGRÁFICOS E CINEMATOGRÁFICOS A SEREM EXECUTADOS P
contador@stefanicomercial.com.br,STEFANI DIESEL LTDA,,22870757000179,SP,Jaboticabal,Ativa,Prestação de serviços com fornecimento de peças visando a manutenção corretiva do veiculo Sprinter/Mercedes Benz - Placa
pedrohomachado@gmail.com,PEDRO HENRIQUE DE OLIVEIRA MACHADO 08508885652,PH INFORMATICA,19126250000109,MG,Muzambinho,Ativa,"DISPENSA DE LICITACAO, NOS MOLDES DO ARTIGO 75, INCISO II DA LEI 14 133/2021, PARA PRESTACAO DE SERVICO TECNICO ESPECIAL"
clayton.silva@latamsul.com.br,PROGETTI SERVICOS E COMERCIO DE ELETRONICOS LTDA,PROGETTI,53725825000130,SP,São Paulo,Ativa,"O objeto do presente Contrato é a prestação de serviços de licenças de uso da plataforma Zoom - plano Business, que deve"
financeiro@forensicsbrasil.com.br,TMB COMERCIO DE EQUIPAMENTOS DE SEGURANCA LTDA,,25149750000150,SP,São Paulo,Ativa,O Instituto de Identificação Gonçalo Pereira (IIGP) é uma unidade da Coordenadoria-Geral de Perícias (CGP) de Mato Gross
karenmenegasso@hotmail.com,PROVER E CIA COMERCIO E SERVICOS LTDA,,53657464000131,GO,Goiânia,Ativa,"CONTRATAÇÃO DE PRESTAÇÃO SERVIÇOS PARA ASSISTÊNCIA TÉCNICA E CONSULTORIA TECNOLÓGICA EM SERVIDORES DE REDE, COMPUTADORES"
excelenciacontabil@live.com,LHI COMERCIO DE ALIMENTOS LTDA,LHI COMERCIO DE ALIMENTOS,52192248000103,GO,Goiânia,Ativa,REGISTRO DE PREÇO para futuras e eventuais aquisições de Panificados para atender as necessidades do Município.
fiscal@maxmoveis.net,MAX MOVE COMERCIO DE MOVEIS E TRANSPORTES LTDA,MAX MOVE,03963184000183,MS,Campo Grande,Ativa," O presente contrato tem por objeto a aquisição de mobiliário com serviço de montagem, conforme especificações constante"
idealesaude@gmail.com,IDEALE TECNOLOGIA EM SAUDE LTDA,IDEALE TECNOLOGIA EM SAUDE EIRELI,23349869000141,SP,São Caetano do Sul,Ativa,"EMPENHO PARA AQUISIÇÃO DE SUPRIMENTOS HOSPITALARES PARA O HAN, REF AO PREGÃO 105/2024  , ATRAVÉS DO SAMS 0447/2026 , CON"
magnoitb@hotmail.com,MAGEX TECH CONSTRUCOES LTDA,MAGEX TECH CONSTRUCOES,15495885000114,PA,Itaituba,Ativa,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A CONSTRUÇÃO DO CENTRO DE EDUCAÇÃO INFANTIL DIVINÓPOLIS (KM70), A FIM DE ATEND"
villadombosco@gmail.com,ESPACO TERAPEUTICO VILLA DOM BOSCO LTDA,VILLA DOM BOSCO,29491953000181,SP,Guarulhos,Ativa,PRESTAÇÃO DE SERVIÇOS DE INTERNAÇÃO OU ABRIGAMENTO DE PACIENTE PARA ATENDER AÇÕES JUDICIAIS- SMS
contabilidade@ojc.com.br,J. CAMARA & IRMAOS LTDA,,01536754000123,GO,Goiânia,Ativa,CONTRATO COM A REFERIDA EMPRESA PARA SERVIÇOS DE ASSINATURA BIANUAL ( DOIS ANOS) DE JORNAL DIÁRIO EM VERSÃO IMPRESSA E D
audalex@terra.com.br,MIX CLEAN PRODUTOS DE LIMPEZA LTDA,MIX CLEAN,07837083000117,MS,Campo Grande,Ativa,Aquisição de material de higiene e limpeza para atender a Secretaria Municipal de Assistência Social e Cidadania
fabianoschiam@gmail.com,PRO STORE TINTAS & FERRAMENTAS LTDA,,64318217000127,RS,Canoas,Ativa,Aquisição de materiais para pintura em atendimento às necessidades da Secretaria Municipal da Cultura.
mvscartuchos@yahoo.com.br,MVS CARTUCHOS LTDA,MVS CARTUCHOS,09358717000184,SP,São Paulo,Ativa,Registro de precos de toner e tinta para impressoras
contabilidade@brinkmobil.com.br,BRINK MOBIL EQUIPAMENTOS EDUCACIONAIS LTDA,,79788766002771,ES,Sooretama,Ativa,Aquisição de 06 (SEIS) TAPETES DE LETRAS COLORIDOS CONFECCIONADO EM EVA; 06 (SEIS) TAPETES DE NÚMEROS CONFECCIONADO EM E
equimed@uol.com.br,EQUIMED EQUIPAMENTOS MEDICOS HOSPITALARES LTDA,,38408899000159,PR,Pinhais,Ativa,"A presente Ata tem por objeto o registro de preços para a eventual aquisição de aparelhos, equipamentos e utensílios de "
contabilidade@genteseguradora.com.br,GENTE SEGURADORA SA,GENTE SEGURADORA,90180605000102,RS,Porto Alegre,Ativa,Renovação do seguro automotivo - 02 veículos Yaris
mecanicatieppo@gmail.com,TIEPPO AUTO MECANICA JJD LTDA,TIEPPO AUTO MECANICA JJD,17070572000140,SC,Videira,Ativa,Aquisição de peças e prestação de serviços para manutenção do veículo Van Mercedes Benz Sprinter placa JBO9G15
contato@zurcdecor.com.br,J CRUZ MOVEIS LTDA,J CRUZ MOVEIS,43074885000186,MG,Ubá,Ativa,"EMPENHO REF. AQUISIÇÃO DE 09 (NOVE) SOFÁS MODULARES (DE 01, 02 E 03 LUGARES), COM VISTAS AO ATENDIMENTO DAS DEMANDAS EXI"
pinheiroscomercial.2022@outlook.com,J A COMERCIAL ATACADISTA LTDA,PINHEIROS COMERCIAL,48052851000104,CE,Jaguaribe,Ativa,REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE MATERIAL DE LIMPEZA E ITENS DE HIGIENE PARA ATENDER A DEMANDA DAS
phbrczfiscalcompl@astrazeneca.com,ASTRAZENECA DO BRASIL LTDA.,,60318797000100,SP,Cotia,Ativa,CICLOSSILICATO DE ZIRCONIO SODICO HIDRATADO 5G
luiza_mandela@yahoo.com.br,MANDELA CONSULTORIA ANTIRRACISTA LTDA,,50883246000127,RJ,Rio de Janeiro,Ativa,"CONTRATACAO DA EMPRESA MANDELA CONSULTORIA ANTIRRACISTA LTDA, PARA REALIZACAO DE PALESTRA PELA PROFA LUIZA MANDELA SILVA"
fiscal@drogafonte.com.br,DROGAFONTE LTDA,DROGAFONTE,08778201000126,PE,Paulista,Ativa,"Registro de Preços para o eventual fornecimento de ESPECIALIDADES FARMACÊUTICAS INJETÁVEIS, ORAIS, TÓPICAS E CORRELATAS "
vivendamateriais18@gmail.com,CLG MATERIAIS PARA CONSTRUCAO LTDA,VIVENDA MATERIAIS PARA CONSTRUCAO,01826090000137,GO,Goianésia,Ativa,"CONSTITUI OBJETO DO PRESENTE INSTRUMENTO, A CONTRATACAO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE MATERIAIS DE CONSTRU"
lucasmiguel46@gmail.com,61.912.497 LUCAS MIGUEL FREIRES DA SILVA,,61912497000109,CE,Banabuiú,Ativa,CONTRATAÇÃO DE PROFISSIONAL ESPECIALIZADO PARA PRESTAÇÃO DE SERVIÇOS TÉCNICOS (T.I.) DE MANUTENÇÃO PREVENTIVA E CORRETIV
comercialnpb1@gmail.com,COMERCIAL NPB DE MAQUINAS LTDA,,45641170000193,MS,Campo Grande,Ativa,O Instituto de Identificação Gonçalo Pereira (IIGP) é uma unidade da Coordenadoria-Geral de Perícias (CGP) de Mato Gross
garraempreedimentoselocacoes@outlook.com,GARRA EMPREENDIMENTOS E LOCACOES DE VEICULOS LTDA,,33618111000115,RN,Açu,Ativa,"O OBJETO DA PRESENTE LICITAÇÃO É A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇO DE TRANSPORTE ESCOLAR,"
dinamica@gmail.com,CENTRAL HOLDING LTDA,,10735873000104,PR,Londrina,Ativa,O objeto da presente licitacao e a escolha da proposta mais vantajosa para a contratacao de empresa especializada para f
leonardlara77@gmail.com,ULTRAMED HOSPITALAR COMERCIO ATACADISTA DE PRODUTOS HOSPITALARES LTDA,ULTRAMED HOSPITALAR,36543896000100,CE,Fortaleza,Ativa,0040609437.000177/2025-08 - REGISTRO DE PREÇOS - MEDICAMENTOS CLÍNICOS GERAIS
miguel@manenti.com.br,MARC CONSTRUTORA DE OBRAS LTDA,,78166287000111,PR,São José dos Pinhais,Ativa,"Contratação de empresa especializada para execução de obra de engenharia, consistindo na pavimentação asfáltica em Concr"
comercial@ultraempreendimentos.com.br,ULTRA EMPREENDIMENTOS COMERCIAIS LTDA,,46077082000173,PR,Pinhais,Ativa,"O biombo, colposcópio e a mesa hospitalar oferecerão mais qualidade aos exames sexológicos. Já a maca e o hamper serão u"
contabil@farmace.com.br,FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA,,06628333000146,CE,Barbalha,Ativa,REGISTRO DE PREÇOS PARA EVENTUAL FORNECIMENTO DE MATERIAL DE CONSUMO HOSPITALAR (MEDICAMENTOS)
vetsul@vetsul.com,VETSUL COMERCIO DE MEDICAMENTOS LTDA,VETSUL ONLINE,28591670000149,RS,Porto Alegre,Ativa,AQUISICAO DE MEDICAMENTOS PARA ATENDER AS DEMANDAS DO HOSPITAL UNIVERSIT. DE MEDICINA VETERINARIA (HUMV) DO CENTRO DE CI
marcos@mundimcontabilidade.com.br,COFERPA COMERCIO DE FERRO E ACO PATROCINIO LTDA,COFERPA COMERCIO DE FERRO E ACO PATROCINIO,24601550000124,MG,Patrocínio,Ativa,RECURSO ID 5065 - AQUISIÇÃO DE MATERIAIS DE CONSTRUÇÃO PARA MANUTENÇÃO NOS PRÉDIOS PÚBLICOS DO MUNICIPIO DE PATROCINIO/M
mfc.licitacao@gmail.com,MFC PRODUTOS E SERVICOS LTDA,MFC PRODUTOS E SERVICOS,37364408000152,GO,Goiânia,Ativa,"CONTRATO Nº 08/2026 , PARA O FORNECIMENTO DE BENS DE CONSUMO, INCLUINDO UTENSÍLIOS PARA COPA E COZINHA E MATERIAIS DE LI"
lf.ltda@outlook.com,L F COMERCIO DE ELETRONICOS LTDA,,52585078000119,PR,Rolândia,Ativa,"ATENDER DESPESA COM AQUISIÇÃO DE CÂMERAS DE SEGURANÇA, CONFORME PROCESSO Nº 23745.002655/2025-71,  MODALIDADE: PE 90021/"
scientific.contabilidade@gmail.com,SCIENTIFIC PRODUTOS MEDICOS HOSPITALARES LTDA,,25026032000197,DF,Brasília,Ativa,"Registro de Preço a serem consignados em ata para a aquisição de insumos e/ou produtos laboratoriais, para atender as ne"
biondilicita02@gmail.com,S3 EMPREENDIMENTOS COMERCIO E LOCACOES LTDA,S3 EMPREENDIMENTOS,22645916000131,SP,Cruzeiro,Ativa,"Aquisição de veículo 0km,  utilitário tipo pickup cabine simples, ano modelo mínimo 2025/2026."
licitacao@nsamedicamentos.com.br,NSA DISTRIBUIDORA DE MEDICAMENTOS LTDA,,34729047000102,ES,Vila Velha,Ativa,"Insumos médicos hospitalares para atendimento das necessidades de saúde dos usuários.

SEI:1250.01.0008007/2026-53"
melita@quero-quero.com.br,LOJAS QUERO-QUERO S.A.,LOJAS QUERO-QUERO,96418264011173,RS,Canguçu,Ativa,REFERENTE A AQUISICAO DE DOIS SMARTPHONE OS QUAIS SERAO UTILIZADOS NA SECRETARIA  NAS ACOES DO NUCLEO DE HABITACAO.
fiscal@nutricionale.com.br,NUTRICIONALE COMERCIO DE ALIMENTOS LTDA,,08528442000117,SP,São José do Rio Preto,Ativa,Aquisição de gêneros estocáveis para atender a demanda do setor de Alimentação Escolar.
fabio.dotta@cellco.com.br,CELLCO BIOTEC DO BRASIL LTDA.,CELLCO BIOTEC DO BRASIL LTDA.,21407123000111,SP,São Carlos,Ativa,"RL 4/2026 ITEM 8. AQUISICAO DE REAGENTE PROCESSO DE EXECUCAO ORCAMENTARIA
23089.045040/2025-10 PROCESSO LICITATORIO 230"
contabil@imodernizar.org.br,INSTITUTO NACIONAL DE AMPARO A MODERNIZACAO DA GESTAO PUBLICA - IMODERNIZAR,,19531727000123,BA,Riachão do Jacuípe,Ativa,"•	Contratação de entidade de direito privado sem fins lucrativos, cujas atividades sejam dirigidas à saúde, que estejam "
ma.vendas@yahoo.com,M&A COMERCIO DE PRODUTOS AGRICOLAS LTDA,M&A COMERCIO DE PRODUTOS AGRICOLAS,41132034000117,MG,Paula Cândido,Ativa,"AQUISIÇÃO DE 01 (UMA) PLAINA
TRASEIRA"
